区域,板块,小区,户型,面积,总价,单价,成交日期,楼层,装修
宝山,上大,金地艺境（宝山）,3室2厅,151.41平米,425万,28069元/平,2016-04-05,高层/32层,精装
宝山,上大,金地艺境（宝山）,3室2厅,151.41平米,425万,28069元/平,2016-04-05,高层/32层,精装
宝山,上大,金地艺境（宝山）,3室2厅,151.41平米,425万,28069元/平,2016-04-05,高层/32层,精装
宝山,淞南,淞南七村,2室1厅,64.92平米,202万,31115元/平,2016-04-05,中层/6层,简装
宝山,淞南,淞南七村,2室1厅,64.92平米,202万,31115元/平,2016-04-05,中层/6层,简装
宝山,杨行,天馨花园（公寓）,2室2厅,85.28平米,275万,32246元/平,2016-04-05,低层/6层,精装
宝山,杨行,天馨花园（公寓）,2室2厅,85.28平米,275万,32246元/平,2016-04-05,低层/6层,精装
宝山,杨行,天馨花园（公寓）,2室2厅,85.28平米,275万,32246元/平,2016-04-05,低层/6层,精装
宝山,张庙,呼玛四村,2室1厅,64.11平米,225万,35095元/平,2016-04-05,高层/6层,中装
徐汇,康健,丁香园,2室1厅,59.12平米,280万,47361元/平,2016-04-05,高层/6层,中装
徐汇,康健,丁香园,2室1厅,59.12平米,280万,47361元/平,2016-04-05,高层/6层,中装
徐汇,康健,寿山坊,1室1厅,48.53平米,230万,47393元/平,2016-04-05,中层/6层,简装
徐汇,徐汇滨江,尚海湾豪庭（一期）,4室2厅,224.93平米,1810万,80469元/平,2016-04-05,低层/35层,豪装
徐汇,徐汇滨江,尚海湾豪庭（一期）,4室2厅,224.93平米,1810万,80469元/平,2016-04-05,低层/35层,豪装
徐汇,徐汇滨江,尚海湾豪庭（一期）,4室2厅,224.93平米,1810万,80469元/平,2016-04-05,低层/35层,豪装
徐汇,徐家汇,徐家汇花园,1室1厅,60.03平米,532万,88622元/平,2016-04-05,高层/25层,中装
徐汇,徐家汇,嘉汇广场,3室2厅,145.21平米,750万,51649元/平,2016-04-05,中层/33层,简装
徐汇,斜土路,新湖云庭,2室2厅,88.0平米,610万,69318元/平,2016-04-05,中层/23层,精装
徐汇,植物园,罗秀三村,2室1厅,63.7平米,250万,39246元/平,2016-04-05,中层/6层,中装
普陀,长寿路,大众河滨酒店式公寓,1室2厅,58.75平米,162万,27574元/平,2016-04-05,中层/25层,精装
普陀,真如,岚皋西路285弄,1室1厅,37.69平米,139万,36879元/平,2016-04-05,高层/7层,简装
杨浦,鞍山,鞍山四村第二小区,1室0厅,33.12平米,150万,45289元/平,2016-04-05,中层/5层,简装
杨浦,鞍山,鞍山五村,1室0厅,30.4平米,162万,53289元/平,2016-04-05,高层/5层,简装
杨浦,黄兴公园,控江四村,2室1厅,51.2平米,235万,45898元/平,2016-04-05,中层/6层,简装
杨浦,黄兴公园,控江四村,2室1厅,51.2平米,235万,45898元/平,2016-04-05,中层/6层,简装
杨浦,黄兴公园,控江四村,2室1厅,51.2平米,235万,45898元/平,2016-04-05,中层/6层,简装
杨浦,黄兴公园,控江五村,1室0厅,22.26平米,73万,32794元/平,2016-04-05,中层/4层,中装
杨浦,黄兴公园,控江五村,1室0厅,22.26平米,73万,32794元/平,2016-04-05,中层/4层,中装
杨浦,控江路,延吉东路137弄,2室0厅,49.5平米,225万,45454元/平,2016-04-05,中层/6层,精装
杨浦,五角场,杨浦大厦,2室2厅,127.2平米,365万,28694元/平,2016-04-05,中层/24层,精装
杨浦,新江湾城,绿地海珀璞晖,3室2厅,100.55平米,900万,89507元/平,2016-04-05,高层/18层,精装
长宁,天山,新天地河滨花园,1室2厅,71.08平米,535万,75267元/平,2016-04-05,中层/32层,朝南
长宁,新华路,番禺路222弄,2室1厅,52.34平米,283万,54069元/平,2016-04-05,高层/7层,中装
长宁,新华路,法华镇路315弄,1室1厅,36.67平米,215万,58631元/平,2016-04-05,中层/6层,精装
长宁,新华路,香榭苑,2室2厅,118.9平米,890万,74852元/平,2016-04-05,高层/12层,精装
松江,泗泾,大名公寓,3室2厅,131.45平米,265万,20159元/平,2016-04-05,低层/6层,精装
松江,松江新城,世纪新城,3室2厅,120.09平米,300万,24981元/平,2016-04-05,高层/5层,简装
松江,松江新城,文景苑,3室2厅,106.91平米,245万,22916元/平,2016-04-05,低层/12层,精装
松江,莘闵别墅,达安圣芭芭花园,4室2厅,198.74平米,630万,31699元/平,2016-04-05,地上3层,精装
松江,莘闵别墅,达安圣芭芭花园,4室2厅,198.74平米,630万,31699元/平,2016-04-05,地上3层,精装
松江,莘闵别墅,雅阁花园,4室2厅,161.93平米,430万,26554元/平,2016-04-05,地上3层,简装
嘉定,江桥,金鹤新城双佳翠庭,2室2厅,75.28平米,245万,32545元/平,2016-04-05,中层/6层,毛坯
嘉定,江桥,金鹤新城双佳翠庭,2室2厅,75.28平米,245万,32545元/平,2016-04-05,中层/6层,毛坯
嘉定,江桥,金鹤新城双佳翠庭,2室2厅,75.28平米,245万,32545元/平,2016-04-05,中层/6层,毛坯
嘉定,南翔,金地格林世界（森林公馆）,1室2厅,65.82平米,263万,39957元/平,2016-04-05,中层/27层,精装
嘉定,南翔,金地格林世界（森林公馆）,1室2厅,65.82平米,263万,39957元/平,2016-04-05,中层/27层,精装
嘉定,南翔,金地格林世界（森林公馆）,1室2厅,65.82平米,263万,39957元/平,2016-04-05,中层/27层,精装
嘉定,南翔,金地格林世界（圣莫尼卡）,2室2厅,93.85平米,380万,40490元/平,2016-04-05,中层/26层,精装
黄浦,黄浦滨江,绿城黄浦湾,4室2厅,307.51平米,2600万,84550元/平,2016-04-05,中层/28层,精装
静安,静安寺,美丽园公寓,1室2厅,90.79平米,460万,50666元/平,2016-04-05,中层/28层,精装
静安,江宁路,句容小区,2室1厅,60.04平米,396万,65956元/平,2016-04-05,中层/6层,精装
静安,南京西路,升平小区,1室1厅,32.24平米,305万,94602元/平,2016-04-05,高层/4层,精装
闸北,大宁,上海滩大宁城（公寓）,3室2厅,136.67平米,860万,62925元/平,2016-04-05,高层/14层,毛坯
闸北,大宁,上海滩大宁城（公寓）,3室2厅,136.67平米,860万,62925元/平,2016-04-05,高层/14层,毛坯
闸北,永和,永和家园,3室2厅,110.0平米,670万,60909元/平,2016-04-05,高层/8层,豪装
虹口,四川北路,河滨大楼,2室2厅,146.29平米,812万,55506元/平,2016-04-05,中层/11层,豪装
青浦,夏阳,金地格林郡,3室2厅,135.93平米,275万,20231元/平,2016-04-05,中层/4层,简装
青浦,夏阳,金地格林郡,3室2厅,135.93平米,275万,20231元/平,2016-04-05,中层/4层,简装
青浦,夏阳,佳乐苑,2室2厅,94.4平米,200万,21186元/平,2016-04-05,低层/6层,精装
青浦,夏阳,祥龙小区,2室1厅,58.0平米,132万,22758元/平,2016-04-05,中层/6层,精装
奉贤,南桥,民旺苑,3室2厅,128.08平米,206万,16083元/平,2016-04-05,高层/5层,简装
奉贤,西渡,鸿宝二村,1室1厅,40.95平米,83万,20268元/平,2016-04-05,中层/6层,简装
奉贤,西渡,鸿宝二村,1室1厅,40.95平米,83万,20268元/平,2016-04-05,中层/6层,简装
浦东,塘桥,君誉江畔,1室1厅,56.03平米,222万,39621元/平,2016-04-04,低层/27层,精装
浦东,张江,汤臣湖庭（别墅）,4室2厅,283.02平米,2045万,72256元/平,2016-04-04,地上3层,豪装
闵行,金虹桥,虹鹿花苑,2室1厅,72.67平米,310万,42658元/平,2016-04-04,低层/6层,精装
闵行,梅陇,梅陇二村,3室1厅,79.21平米,320万,40398元/平,2016-04-04,低层/6层,低层/6层
闵行,梅陇,梅陇二村,3室1厅,79.21平米,320万,40398元/平,2016-04-04,低层/6层,低层/6层
宝山,罗店,美兰湖颐景园,3室2厅,111.44平米,265万,23779元/平,2016-04-04,高层/5层,中装
宝山,淞南,新梅淞南苑,2室1厅,77.97平米,330万,42323元/平,2016-04-04,低层/14层,中装
长宁,西郊,虹梅花苑,2室1厅,59.19平米,265万,44771元/平,2016-04-04,高层/6层,精装
浦东,北蔡,大华锦绣华城（十六街区）（公寓）,2室2厅,97.6平米,520万,53278元/平,2016-04-03,低层/20层,精装
浦东,北蔡,大华锦绣华城（十六街区）（公寓）,2室2厅,97.6平米,520万,53278元/平,2016-04-03,低层/20层,精装
浦东,惠南,听潮四村,3室1厅,108.17平米,195万,18027元/平,2016-04-03,中层/6层,中装
浦东,联洋,联洋花园（二期）,3室2厅,204.43平米,1358万,66428元/平,2016-04-03,高层/31层,豪装
浦东,泥城镇,荷风翠庭,3室2厅,104.12平米,120万,11525元/平,2016-04-03,高层/11层,毛坯
浦东,泥城镇,荷风翠庭,3室2厅,104.12平米,120万,11525元/平,2016-04-03,高层/11层,毛坯
浦东,泥城镇,清风雅苑,3室2厅,100.9平米,98万,9712元/平,2016-04-03,低层/6层,精装
浦东,世博,德州七村,1室1厅,42.37平米,200万,47203元/平,2016-04-03,高层/6层,中装
浦东,张江,汤臣豪庭,4室2厅,156.87平米,860万,54822元/平,2016-04-03,中层/5层,精装
浦东,张江,汤臣豪庭,4室2厅,156.87平米,860万,54822元/平,2016-04-03,中层/5层,精装
宝山,大华,怡华苑,2室2厅,86.52平米,435万,50277元/平,2016-04-03,中层/6层,中层/6层
宝山,张庙,泗塘三村,1室0厅,29.24平米,103万,35225元/平,2016-04-03,高层/6层,简装
徐汇,华东理工,梅陇四村,1室1厅,67.56平米,290万,42924元/平,2016-04-03,高层/27层,精装
徐汇,斜土路,清真小区,2室1厅,55.27平米,350万,63325元/平,2016-04-03,中层/6层,简装
普陀,真光,真光第四小区,1室1厅,50.23平米,200万,39816元/平,2016-04-03,中层/6层,简装
杨浦,控江路,凤城三村,1室0厅,34.65平米,135万,38961元/平,2016-04-03,高层/5层,中装
杨浦,控江路,凤城三村,1室0厅,34.65平米,135万,38961元/平,2016-04-03,高层/5层,中装
杨浦,控江路,凤城三村,1室0厅,34.65平米,135万,38961元/平,2016-04-03,高层/5层,中装
杨浦,控江路,韵都城,4室3厅,101.21平米,870万,85959元/平,2016-04-03,高层/14层,精装
松江,松江老城,三星苑,2室2厅,94.69平米,210万,22177元/平,2016-04-03,低层/6层,精装
松江,松江老城,荣乐一村,2室1厅,55.11平米,125万,22681元/平,2016-04-03,低层/6层,简装
松江,莘闵别墅,乔爱别墅,4室2厅,257.13平米,820万,31890元/平,2016-04-03,地上2层,毛坯
闸北,不夜城,中兴财富国际公寓,2室2厅,79.64平米,425万,53365元/平,2016-04-03,中层/34层,精装
奉贤,南桥,解放新村,2室1厅,48.31平米,78万,16145元/平,2016-04-03,中层/6层,中装
浦东,川沙,绿海家园,2室2厅,66.17平米,178万,26900元/平,2016-04-02,高层/6层,精装
浦东,川沙,沙田公寓,1室1厅,54.92平米,185万,33685元/平,2016-04-02,低层/6层,中装
浦东,花木,牡丹小区（浦东）,2室1厅,54.34平米,389万,71586元/平,2016-04-02,中层/6层,精装
浦东,金桥,连城新苑,3室2厅,123.8平米,588万,47495元/平,2016-04-02,中层/11层,精装
浦东,金桥,连城新苑,3室2厅,123.8平米,588万,47495元/平,2016-04-02,中层/11层,精装
浦东,金桥,东陆新村三街坊,2室1厅,65.1平米,230万,35330元/平,2016-04-02,高层/6层,简装
浦东,康桥,双秀西园,1室1厅,54.01平米,170万,31475元/平,2016-04-02,中层/6层,简装
浦东,书院镇,书院一号公寓,1室1厅,71.31平米,76万,10657元/平,2016-04-02,高层/13层,精装
浦东,外高桥,高南新村,2室1厅,59.77平米,145万,24259元/平,2016-04-02,高层/6层,中装
浦东,外高桥,高南新村,2室1厅,59.77平米,145万,24259元/平,2016-04-02,高层/6层,中装
浦东,外高桥,港城新苑,2室2厅,96.43平米,280万,29036元/平,2016-04-02,中层/14层,毛坯
浦东,源深,万源晶典,1室2厅,58.87平米,235万,39918元/平,2016-04-02,高层/33层,精装
闵行,古美,成亿家园,2室2厅,100.52平米,550万,54715元/平,2016-04-02,中层/5层,精装
闵行,华漕,虹桥1号,2室2厅,93.5平米,290万,31016元/平,2016-04-02,低层/12层,毛坯
闵行,金虹桥,名都古北,1室2厅,76.66平米,446万,58178元/平,2016-04-02,低层/20层,精装
闵行,老闵行,红旗四街坊,2室1厅,54.46平米,120万,22034元/平,2016-04-02,高层/6层,精装
闵行,老闵行,红旗四街坊,2室1厅,54.46平米,120万,22034元/平,2016-04-02,高层/6层,精装
闵行,老闵行,红旗四街坊,2室1厅,54.46平米,120万,22034元/平,2016-04-02,高层/6层,精装
闵行,老闵行,东川花苑,3室1厅,66.0平米,190万,28787元/平,2016-04-02,中层/6层,简装
闵行,梅陇,罗阳七村,2室1厅,50.15平米,205万,40877元/平,2016-04-02,低层/6层,中装
闵行,梅陇,罗阳七村,2室1厅,50.15平米,205万,40877元/平,2016-04-02,低层/6层,中装
闵行,梅陇,罗阳七村,2室1厅,50.15平米,205万,40877元/平,2016-04-02,低层/6层,中装
闵行,马桥,山水世纪,4室2厅,254.14平米,572万,22507元/平,2016-04-02,地上2层,毛坯
闵行,莘庄,星丰苑,1室1厅,51.4平米,189万,36770元/平,2016-04-02,中层/6层,精装
闵行,莘庄,星丰苑,1室1厅,51.4平米,189万,36770元/平,2016-04-02,中层/6层,精装
宝山,顾村,环绿国际,1室1厅,62.61平米,185万,29547元/平,2016-04-02,高层/18层,中装
宝山,杨行,中梁英伦印象（公寓）,3室2厅,90.32平米,410万,45394元/平,2016-04-02,低层/18层,毛坯
宝山,月浦,德都路165弄,1室2厅,43.33平米,107万,24694元/平,2016-04-02,高层/6层,精装
宝山,张庙,泗塘三村,1室1厅,29.26平米,114万,38961元/平,2016-04-02,中层/5层,朝南
徐汇,康健,长丰坊,2室1厅,53.58平米,351万,65509元/平,2016-04-02,中层/6层,简装
徐汇,田林,田林新苑,2室1厅,74.26平米,475万,63964元/平,2016-04-02,中层/18层,精装
普陀,光新,香溢花城,2室2厅,127.5平米,650万,50980元/平,2016-04-02,中层/26层,精装
普陀,光新,香溢花城,2室2厅,127.5平米,650万,50980元/平,2016-04-02,中层/26层,精装
普陀,桃浦,桃浦二村永汇新苑,3室2厅,94.47平米,335万,35460元/平,2016-04-02,低层/6层,毛坯
杨浦,控江路,延吉东路131弄,1室1厅,41.68平米,165万,39587元/平,2016-04-02,中层/6层,精装
杨浦,新江湾城,三湘未来海岸,1室1厅,53.34平米,149万,27934元/平,2016-04-02,中层/9层,毛坯
杨浦,新江湾城,建德国际公寓,2室2厅,83.32平米,520万,62409元/平,2016-04-02,低层/12层,中装
杨浦,新江湾城,祥生御江湾,3室2厅,185.18平米,970万,52381元/平,2016-04-02,高层/7层,毛坯
长宁,西郊,新旺朝公寓,3室2厅,145.53平米,594万,40816元/平,2016-04-02,中层/5层,精装
长宁,中山公园,愚园公馆,4室3厅,123.1平米,990万,80422元/平,2016-04-02,低层/8层,精装
长宁,中山公园,华江大楼,2室1厅,91.57平米,450万,49142元/平,2016-04-02,中层/19层,中装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,九亭,奥林匹克花园,2室2厅,89.6平米,335万,37388元/平,2016-04-02,中层/4层,精装
松江,松江老城,三星苑,2室2厅,90.79平米,174万,19165元/平,2016-04-02,低层/6层,精装
松江,松江新城,锋尚99,1室1厅,31.45平米,57万,18124元/平,2016-04-02,中层/13层,精装
松江,松江新城,昌鑫花园（公寓）,2室2厅,90.76平米,239万,26333元/平,2016-04-02,高层/5层,精装
松江,松江新城,昌鑫花园（公寓）,2室2厅,90.76平米,239万,26333元/平,2016-04-02,高层/5层,精装
松江,松江新城,名仕豪庭（公寓）,2室2厅,86.62平米,220万,25398元/平,2016-04-02,中层/13层,精装
松江,松江新城,辰弘佳苑,2室2厅,106.02平米,280万,26410元/平,2016-04-02,地上8层,精装
松江,莘闵别墅,新南路壹号（别墅）,4室0厅,254.49平米,700万,27505元/平,2016-04-02,地上4层,毛坯
嘉定,安亭,沁富佳苑,3室2厅,128.49平米,225万,17511元/平,2016-04-02,低层/6层,
嘉定,南翔,金地格林世界（森林公馆）,4室2厅,174.94平米,650万,37155元/平,2016-04-02,低层/10层,精装
嘉定,南翔,金地格林世界（森林公馆）,4室2厅,174.94平米,650万,37155元/平,2016-04-02,低层/10层,精装
嘉定,南翔,金地格林世界（森林公馆）,4室2厅,174.94平米,650万,37155元/平,2016-04-02,低层/10层,精装
黄浦,蓬莱公园,银南大厦,2室1厅,86.55平米,478万,55228元/平,2016-04-02,低层/17层,精装
静安,曹家渡,延平路481弄,1室1厅,35.59平米,236万,66310元/平,2016-04-02,低层/6层,豪装
闸北,大宁,粤秀苑,1室0厅,41.11平米,270万,65677元/平,2016-04-02,中层/6层,精装
闸北,大宁,粤秀苑,1室0厅,41.11平米,270万,65677元/平,2016-04-02,中层/6层,精装
闸北,彭浦,和源名城,2室2厅,78.98平米,380万,48113元/平,2016-04-02,低层/33层,豪装
闸北,彭浦,和源名城,2室2厅,78.98平米,380万,48113元/平,2016-04-02,低层/33层,豪装
虹口,曲阳,东体小区,1室0厅,30.8平米,101万,32792元/平,2016-04-02,低层/5层,中装
虹口,曲阳,建工天峰公寓,2室1厅,74.48平米,420万,56390元/平,2016-04-02,低层/18层,中装
青浦,夏阳,桂花园（青浦）,3室2厅,113.84平米,215万,18886元/平,2016-04-02,低层/6层,中装
青浦,盈浦,旭辉玫瑰湾,3室2厅,88.69平米,200万,22550元/平,2016-04-02,中层/14层,毛坯
奉贤,西渡,鸿宝二村,3室1厅,79.8平米,133万,16666元/平,2016-04-02,高层/6层,中装
奉贤,西渡,鸿宝二村,3室1厅,79.8平米,133万,16666元/平,2016-04-02,高层/6层,中装
浦东,北蔡,绿川小区,2室1厅,62.73平米,238万,37940元/平,2016-04-01,高层/6层,简装
浦东,北蔡,由由四村,2室1厅,56.4平米,300万,53191元/平,2016-04-01,中层/6层,简装
浦东,惠南,红光花苑,3室2厅,93.15平米,180万,19323元/平,2016-04-01,低层/4层,中装
浦东,陆家嘴,滨江凯旋门,2室2厅,135.43平米,1350万,99682元/平,2016-04-01,中层/27层,精装
浦东,联洋,御景园,2室2厅,112.85平米,916万,81169元/平,2016-04-01,高层/25层,精装
浦东,三林,艾南小区,2室1厅,59.41平米,270万,45446元/平,2016-04-01,中层/6层,精装
浦东,唐镇,毕加索小镇（二期）（公寓）,2室2厅,89.53平米,500万,55847元/平,2016-04-01,低层/13层,精装
