区域,板块,小区,户型,面积,总价,单价,成交日期,楼层,装修
杨浦,新江湾城,尚浦名邸,3室2厅,195.51平米,920万,47056元/平,2015-12-27,低层/17层,精装
杨浦,新江湾城,建发江湾萃,3室2厅,178.49平米,930万,52103元/平,2015-12-27,中层/18层,精装
杨浦,周家嘴路,现代星洲城,2室2厅,109.96平米,615万,55929元/平,2015-12-27,低层/17层,精装
杨浦,周家嘴路,现代星洲城,2室2厅,99.94平米,575万,57534元/平,2015-12-27,中层/17层,精装
杨浦,周家嘴路,控江路645弄,1室0厅,31.31平米,88万,28106元/平,2015-12-27,高层/6层,简装
杨浦,周家嘴路,安居花苑,2室2厅,72.29平米,285万,39424元/平,2015-12-27,高层/7层,精装
杨浦,周家嘴路,双辽路200弄,1室1厅,35.83平米,128万,35724元/平,2015-12-27,高层/7层,精装
长宁,北新泾,新泾三村,1室1厅,41.1平米,115万,27980元/平,2015-12-27,高层/6层,简装
长宁,北新泾,瑞冬小区,1室1厅,41.07平米,146万,35549元/平,2015-12-27,中层/6层,中装
长宁,北新泾,新泾八村,2室1厅,56.77平米,197万,34701元/平,2015-12-27,高层/6层,简装
长宁,北新泾,新泾六村,2室1厅,55.42平米,182万,32840元/平,2015-12-27,高层/6层,精装
长宁,北新泾,虹康花苑（一期）,2室1厅,86.09平米,430万,49947元/平,2015-12-27,高层/6层,中装
长宁,古北,马赛花园,2室2厅,119.19平米,481万,40355元/平,2015-12-27,低层/17层,精装
长宁,古北,宝石公寓,2室2厅,102.5平米,397万,38731元/平,2015-12-27,高层/6层,精装
长宁,天山,仁恒河滨花园,2室2厅,84.84平米,650万,76614元/平,2015-12-27,高层/27层,精装
长宁,天山,仁恒河滨花园,2室2厅,84.84平米,650万,76614元/平,2015-12-27,高层/27层,精装
长宁,天山,仁恒河滨花园,2室2厅,84.84平米,650万,76614元/平,2015-12-27,高层/27层,精装
长宁,新华路,长虹小区,2室1厅,53.82平米,251万,46636元/平,2015-12-27,低层/6层,精装
长宁,新华路,长虹小区,2室1厅,53.82平米,251万,46636元/平,2015-12-27,低层/6层,精装
长宁,新华路,佳信都市花园（公寓）,3室2厅,144.44平米,639万,44239元/平,2015-12-27,低层/14层,简装
长宁,新华路,法华镇路878弄,1室0厅,30.1平米,115万,38205元/平,2015-12-27,高层/6层,简装
长宁,新华路,华山嘉苑,3室2厅,148.56平米,897万,60379元/平,2015-12-27,低层/26层,精装
长宁,新华路,盛源大厦,4室2厅,137.68平米,448万,32539元/平,2015-12-27,中层/23层,精装
长宁,新华路,东镇小区,2室2厅,78.48平米,350万,44597元/平,2015-12-27,中层/18层,简装
长宁,新华路,凯旋都市花园,3室2厅,154.71平米,632万,40850元/平,2015-12-27,低层/33层,中装
长宁,新华路,法华镇路101弄,1室1厅,41.29平米,195万,47226元/平,2015-12-27,中层/7层,精装
长宁,西郊,龙柏花苑（公寓）,3室2厅,185.74平米,655万,35264元/平,2015-12-27,高层/13层,毛坯
长宁,西郊,福泉路385弄,2室1厅,70.39平米,275万,39068元/平,2015-12-27,中层/6层,精装
长宁,仙霞,茅台花苑,2室1厅,79.53平米,320万,40236元/平,2015-12-27,中层/26层,简装
长宁,中山公园,绿地豪生酒店,1室2厅,59.3平米,300万,50590元/平,2015-12-27,高层/30层,精装
长宁,中山公园,绿地豪生酒店,1室2厅,59.3平米,300万,50590元/平,2015-12-27,高层/30层,精装
松江,九亭,中大九里德（公寓）,2室2厅,91.58平米,238万,25988元/平,2015-12-27,高层/17层,精装
松江,九亭,中大九里德（公寓）,2室2厅,91.58平米,238万,25988元/平,2015-12-27,高层/17层,精装
松江,九亭,象屿都城,3室2厅,89.58平米,218万,24335元/平,2015-12-27,高层/5层,精装
松江,九亭,摩卡小城,2室2厅,92.74平米,245万,26417元/平,2015-12-27,高层/11层,精装
松江,九亭,摩卡小城,2室2厅,92.74平米,245万,26417元/平,2015-12-27,高层/11层,精装
松江,九亭,五洲云景花苑,1室1厅,54.5平米,125万,22935元/平,2015-12-27,高层/11层,精装
松江,九亭,五洲云景花苑,1室1厅,54.5平米,125万,22935元/平,2015-12-27,高层/11层,精装
松江,九亭,亭园,2室2厅,101.9平米,236万,23159元/平,2015-12-27,高层/13层,简装
松江,九亭,亭园,3室2厅,131.43平米,315万,23967元/平,2015-12-27,中层/10层,精装
松江,泗泾,润和苑（二期）,2室2厅,91.71平米,163万,17773元/平,2015-12-27,中层/4层,毛坯
松江,松江大学城,御上海,2室1厅,65.63平米,169万,25750元/平,2015-12-27,中层/20层,精装
松江,松江大学城,御上海,2室1厅,65.63平米,169万,25750元/平,2015-12-27,中层/20层,精装
松江,松江大学城,御上海,2室1厅,65.63平米,169万,25750元/平,2015-12-27,中层/20层,精装
松江,松江老城,新理想花园,2室1厅,91.0平米,172万,18901元/平,2015-12-27,中层/14层,精装
松江,松江老城,新理想花园,2室1厅,91.0平米,172万,18901元/平,2015-12-27,中层/14层,精装
松江,松江老城,玉龙苑,3室2厅,152.28平米,230万,15103元/平,2015-12-27,低层/17层,豪装
松江,松江老城,万科金色华亭,2室2厅,89.59平米,208万,23216元/平,2015-12-27,高层/11层,精装
松江,松江新城,昌鑫花园（公寓）,2室2厅,84.77平米,172万,20290元/平,2015-12-27,低层/5层,精装
松江,松江新城,昌鑫花园（公寓）,2室2厅,84.77平米,172万,20290元/平,2015-12-27,低层/5层,精装
松江,松江新城,世纪新城,3室2厅,114.41平米,233万,20365元/平,2015-12-27,中层/4层,精装
松江,松江新城,天乐小区,2室2厅,87.87平米,154万,17525元/平,2015-12-27,高层/6层,中装
松江,松江新城,江中公寓,3室2厅,111.7平米,207万,18531元/平,2015-12-27,高层/6层,精装
嘉定,安亭,嘉实上城名都,1室2厅,57.16平米,102万,17844元/平,2015-12-27,中层/16层,精装
嘉定,丰庄,逸香园,2室2厅,106.47平米,320万,30055元/平,2015-12-27,低层/11层,毛坯
嘉定,嘉定老城,李园二村,2室2厅,73.83平米,125万,16930元/平,2015-12-27,中层/6层,中装
嘉定,嘉定老城,银杏小区,2室1厅,55.76平米,88万,15781元/平,2015-12-27,高层/6层,精装
嘉定,嘉定新城,保利湖畔阳光苑,2室2厅,88.75平米,183万,20619元/平,2015-12-27,高层/18层,毛坯
嘉定,嘉定新城,保利湖畔阳光苑,2室2厅,88.75平米,183万,20619元/平,2015-12-27,高层/18层,毛坯
嘉定,嘉定新城,盘古天地,2室2厅,88.33平米,180万,20378元/平,2015-12-27,中层/27层,毛坯
嘉定,嘉定新城,盘古天地,2室1厅,70.03平米,150万,21419元/平,2015-12-27,高层/27层,中装
嘉定,嘉定新城,盘古天地,2室2厅,88.33平米,180万,20378元/平,2015-12-27,中层/27层,毛坯
嘉定,嘉定新城,盘古天地,2室1厅,70.03平米,150万,21419元/平,2015-12-27,高层/27层,中装
嘉定,嘉定新城,马陆清水湾,4室2厅,187.92平米,318万,16922元/平,2015-12-27,高层/14层,豪装
嘉定,嘉定新城,风荷丽景尚城,2室2厅,85.88平米,201万,23404元/平,2015-12-27,中层/29层,毛坯
嘉定,嘉定新城,绿地颐景嘉园,2室2厅,78.42平米,195万,24866元/平,2015-12-27,中层/10层,朝
嘉定,江桥,金鹤新城双佳翠庭,2室2厅,103.73平米,262万,25257元/平,2015-12-27,高层/11层,精装
嘉定,江桥,金鹤新城双佳翠庭,2室2厅,103.73平米,262万,25257元/平,2015-12-27,高层/11层,精装
嘉定,江桥,金鹤新城双佳翠庭,2室2厅,103.73平米,262万,25257元/平,2015-12-27,高层/11层,精装
嘉定,江桥,缘圆宝邸,1室2厅,53.04平米,161万,30354元/平,2015-12-27,中层/7层,简装
嘉定,江桥,缘圆宝邸,1室2厅,53.04平米,161万,30354元/平,2015-12-27,中层/7层,简装
嘉定,江桥,大宅风范城,2室2厅,94.97平米,245万,25797元/平,2015-12-27,高层/13层,简装
嘉定,江桥,大宅风范城,2室2厅,94.97平米,245万,25797元/平,2015-12-27,高层/13层,简装
嘉定,江桥,江桥二村,2室1厅,72.3平米,147万,20331元/平,2015-12-27,高层/6层,中装
嘉定,江桥,江桥二村,2室1厅,72.3平米,147万,20331元/平,2015-12-27,高层/6层,中装
嘉定,江桥,金霞苑,1室1厅,51.79平米,141万,27225元/平,2015-12-27,高层/6层,毛坯
嘉定,南翔,金地格林世界（格林公馆）,2室1厅,69.02平米,185万,26803元/平,2015-12-27,高层/22层,精装
嘉定,南翔,金地格林世界（格林公馆）,2室1厅,69.02平米,185万,26803元/平,2015-12-27,高层/22层,精装
嘉定,南翔,金地格林世界（圣莫尼卡）,2室2厅,93.12平米,290万,31142元/平,2015-12-27,高层/14层,精装
黄浦,董家渡,明日星城,2室2厅,99.79平米,745万,74656元/平,2015-12-27,低层/30层,中装
黄浦,董家渡,明日星城,2室2厅,99.79平米,745万,74656元/平,2015-12-27,低层/30层,中装
黄浦,老西门,公馆77,2室2厅,95.75平米,810万,84595元/平,2015-12-27,中层/31层,精装
黄浦,南京东路,中福大厦,1室0厅,49.43平米,128万,25895元/平,2015-12-27,低层/77层,朝南
黄浦,蓬莱公园,中福花苑,1室1厅,42.46平米,245万,57701元/平,2015-12-27,低层/22层,中装
黄浦,蓬莱公园,中福花苑,1室1厅,42.46平米,245万,57701元/平,2015-12-27,低层/22层,中装
黄浦,蓬莱公园,中福花苑,1室1厅,42.46平米,245万,57701元/平,2015-12-27,低层/22层,中装
黄浦,世博滨江,紫荆新苑,2室1厅,88.15平米,405万,45944元/平,2015-12-27,高层/7层,精装
黄浦,世博滨江,望江苑,3室2厅,154.47平米,750万,48553元/平,2015-12-27,中层/29层,精装
黄浦,五里桥,桥一小区,2室1厅,46.5平米,206万,44301元/平,2015-12-27,高层/7层,中装
静安,曹家渡,嘉园,2室2厅,87.15平米,633万,72633元/平,2015-12-27,中层/23层,精装
静安,静安寺,常熟路100弄,2室0厅,47.0平米,325万,69148元/平,2015-12-27,高层/6层,中装
静安,南京西路,远中风华园（公寓）,3室2厅,177.03平米,1780万,100547元/平,2015-12-27,高层/12层,精装
静安,南京西路,远中风华园（公寓）,3室2厅,177.03平米,1780万,100547元/平,2015-12-27,高层/12层,精装
静安,南京西路,远中风华园（公寓）,3室2厅,177.03平米,1780万,100547元/平,2015-12-27,高层/12层,精装
静安,南京西路,上海壹街区,2室1厅,97.43平米,680万,69793元/平,2015-12-27,中层/45层,精装
静安,南京西路,上海壹街区,1室2厅,66.02平米,480万,72705元/平,2015-12-27,低层/34层,精装
静安,南京西路,上海壹街区,2室2厅,89.06平米,628万,70514元/平,2015-12-27,中层/34层,豪装
闸北,不夜城,北美公寓,3室2厅,125.58平米,600万,47778元/平,2015-12-27,高层/11层,精装
闸北,不夜城,灵广花园,1室2厅,71.43平米,350万,48999元/平,2015-12-27,中层/18层,中装
闸北,不夜城,广兴公寓,2室2厅,101.21平米,408万,40312元/平,2015-12-27,高层/25层,精装
闸北,大宁,歌林春天馨园,3室2厅,99.39平米,580万,58355元/平,2015-12-27,低层/11层,精装
闸北,大宁,歌林春天馨园,3室2厅,99.39平米,580万,58355元/平,2015-12-27,低层/11层,精装
闸北,大宁,延长小区（闸北）,1室1厅,33.28平米,164万,49278元/平,2015-12-27,高层/6层,精装
闸北,大宁,粤秀苑,1室1厅,41.37平米,235万,56804元/平,2015-12-27,中层/6层,中装
闸北,大宁,粤秀苑,1室1厅,41.37平米,235万,56804元/平,2015-12-27,中层/6层,中装
闸北,大宁,宝华现代城,2室2厅,100.06平米,700万,69958元/平,2015-12-27,低层/27层,精装
闸北,彭浦,康平小区,2室0厅,44.4平米,130万,29279元/平,2015-12-27,中层/6层,中装
闸北,彭浦,保德公寓,1室1厅,40.22平米,115万,28592元/平,2015-12-27,高层/6层,中装
闸北,彭浦,阳曲小区,2室1厅,57.4平米,143万,24912元/平,2015-12-27,高层/6层,简装
闸北,彭浦,共康三村,1室0厅,33.02平米,104万,31496元/平,2015-12-27,低层/6层,简装
闸北,彭浦,临汾路1515弄,1室1厅,45.43平米,123万,27074元/平,2015-12-27,中层/6层,简装
闸北,彭浦,平顺路790弄,1室1厅,46.19平米,120万,25979元/平,2015-12-27,高层/6层,简装
闸北,阳城,龙潭小区,2室1厅,74.82平米,223万,29804元/平,2015-12-27,高层/6层,中装
闸北,阳城,北海新苑,1室1厅,46.0平米,140万,30434元/平,2015-12-27,低层/6层,精装
闸北,永和,万荣小区,1室1厅,41.08平米,115万,27994元/平,2015-12-27,高层/6层,简装
闸北,永和,万荣小区,1室1厅,41.08平米,115万,27994元/平,2015-12-27,高层/6层,简装
闸北,永和,翔前小区,1室1厅,45.58平米,118万,25888元/平,2015-12-27,高层/6层,精装
闸北,闸北公园,和福花苑,3室2厅,118.62平米,467万,39369元/平,2015-12-27,中层/19层,中装
虹口,北外滩,鸿旭豪苑,2室2厅,131.81平米,600万,45520元/平,2015-12-27,低层/33层,毛坯
虹口,北外滩,霍山大楼,1室1厅,60.14平米,248万,41237元/平,2015-12-27,中层/26层,中装
虹口,江湾镇,逸仙小区,1室1厅,58.43平米,178万,30463元/平,2015-12-27,低层/18层,简装
虹口,凉城,凉城路1201弄,2室0厅,43.9平米,141万,32118元/平,2015-12-27,中层/6层,精装
虹口,凉城,柳林公寓,2室2厅,107.13平米,380万,35470元/平,2015-12-27,中层/24层,精装
虹口,凉城,明光公寓,2室1厅,86.62平米,280万,32325元/平,2015-12-27,中层/6层,中装
虹口,凉城,广灵二村,2室2厅,91.64平米,256万,27935元/平,2015-12-27,高层/5层,中装
虹口,凉城,凉城一村,2室1厅,74.48平米,250万,33566元/平,2015-12-27,高层/18层,中装
虹口,凉城,广中小区,2室1厅,67.91平米,240万,35340元/平,2015-12-27,中层/7层,精装
虹口,凉城,开隆公寓,2室1厅,123.64平米,383万,30977元/平,2015-12-27,高层/18层,中装
虹口,凉城,海虹大楼,1室1厅,37.34平米,109万,29191元/平,2015-12-27,低层/6层,简装
虹口,临平路,瑞虹新城（二期）,2室2厅,77.58平米,518万,66769元/平,2015-12-27,中层/39层,精装
虹口,临平路,瑞虹新城（二期）,2室2厅,77.58平米,518万,66769元/平,2015-12-27,中层/39层,精装
虹口,临平路,欧洲花园,3室2厅,133.63平米,650万,48641元/平,2015-12-27,低层/23层,毛坯
虹口,临平路,虹口典范,3室2厅,130.18平米,700万,53771元/平,2015-12-27,高层/18层,精装
虹口,临平路,国际公寓,3室2厅,113.38平米,535万,47186元/平,2015-12-27,低层/23层,简装
虹口,鲁迅公园,商业一村,1室1厅,37.37平米,107万,28632元/平,2015-12-27,高层/5层,精装
虹口,鲁迅公园,欧五小区,3室0厅,66.22平米,270万,40773元/平,2015-12-27,高层/5层,中装
虹口,曲阳,玉田新村,3室2厅,82.57平米,270万,32699元/平,2015-12-27,高层/5层,精装
虹口,曲阳,玉田新村,3室2厅,82.57平米,270万,32699元/平,2015-12-27,高层/5层,精装
青浦,徐泾,招商虹桥华府,3室2厅,89.34平米,298万,33355元/平,2015-12-27,低层/9层,精装
青浦,夏阳,新城盛景园,3室2厅,88.47平米,208万,23510元/平,2015-12-27,高层/11层,精装
青浦,夏阳,宜达新居,2室2厅,76.46平米,140万,18310元/平,2015-12-27,中层/6层,毛坯
青浦,夏阳,梦丹苑,2室1厅,71.5平米,122万,17062元/平,2015-12-27,高层/6层,中装
青浦,盈浦,新城忆华里,3室2厅,114.58平米,319万,27840元/平,2015-12-27,高层/5层,毛坯
青浦,盈浦,水产局大楼,2室1厅,46.91平米,74万,15774元/平,2015-12-27,中层/5层,简装
青浦,盈浦,水产局大楼,2室1厅,46.91平米,74万,15774元/平,2015-12-27,中层/5层,简装
奉贤,南桥,贝港南区,3室1厅,88.36平米,119万,13467元/平,2015-12-27,高层/5层,精装
奉贤,南桥,贝港南区,3室1厅,88.36平米,119万,13467元/平,2015-12-27,高层/5层,精装
奉贤,南桥,九华新园,3室2厅,135.96平米,258万,18976元/平,2015-12-27,中层/5层,精装
浦东,北蔡,绿川新苑,2室1厅,74.86平米,233万,31124元/平,2015-12-26,中层/6层,中装
浦东,北蔡,绿川新苑,2室1厅,74.86平米,233万,31124元/平,2015-12-26,中层/6层,中装
浦东,北蔡,大华锦绣华城（十二街区）,2室2厅,90.47平米,470万,51950元/平,2015-12-26,低层/6层,精装
浦东,北蔡,大华锦绣华城（十二街区）,2室2厅,90.47平米,470万,51950元/平,2015-12-26,低层/6层,精装
浦东,北蔡,由由五村,2室1厅,57.85平米,195万,33707元/平,2015-12-26,低层/6层,中装
浦东,碧云,云间绿大地,3室2厅,162.88平米,1260万,77357元/平,2015-12-26,地上4层,精装
浦东,曹路,河滨城市花园,2室1厅,74.13平米,225万,30352元/平,2015-12-26,中层/6层,毛坯
浦东,曹路,河滨城市花园,2室1厅,74.13平米,225万,30352元/平,2015-12-26,中层/6层,毛坯
浦东,曹路,河滨城市花园,2室1厅,74.13平米,225万,30352元/平,2015-12-26,中层/6层,毛坯
浦东,曹路,金钻苑,2室1厅,81.32平米,220万,27053元/平,2015-12-26,中层/6层,精装
浦东,川沙,川北小区,2室1厅,50.88平米,121万,23781元/平,2015-12-26,高层/6层,简装
浦东,高东,高行绿洲（五期）,2室1厅,74.0平米,197万,26621元/平,2015-12-26,中层/14层,中装
浦东,高东,广盛佳苑,3室1厅,110.56平米,228万,20622元/平,2015-12-26,低层/13层,简装
浦东,高行,华高二村,2室2厅,82.46平米,233万,28256元/平,2015-12-26,中层/6层,中装
浦东,高行,华高二村,2室2厅,82.46平米,233万,28256元/平,2015-12-26,中层/6层,中装
浦东,高行,高行家园,3室2厅,97.65平米,303万,31029元/平,2015-12-26,中层/6层,毛坯
浦东,花木,新领地,3室2厅,138.2平米,343万,24819元/平,2015-12-26,中层/29层,精装
浦东,惠南,龙源星城,1室1厅,48.21平米,34万,7052元/平,2015-12-26,中层/5层,简装
浦东,惠南,惠南一方新城,1室1厅,65.61平米,124万,18899元/平,2015-12-26,中层/9层,中装
浦东,惠南,华钜御庭（二期）（公寓）,2室1厅,88.48平米,198万,22377元/平,2015-12-26,高层/18层,毛坯
浦东,惠南,东方听潮豪园,2室2厅,121.85平米,232万,19039元/平,2015-12-26,低层/13层,精装
浦东,金桥,金桥湾清水苑,2室1厅,69.03平米,265万,38389元/平,2015-12-26,中层/6层,中装
浦东,金桥,金桥湾清水苑,2室1厅,69.03平米,265万,38389元/平,2015-12-26,中层/6层,中装
浦东,金桥,金桥新村四街坊（博兴路986弄）,2室1厅,58.08平米,235万,40461元/平,2015-12-26,中层/6层,简装
浦东,金桥,沪南船舶小区,1室1厅,44.8平米,150万,33482元/平,2015-12-26,高层/6层,中装
浦东,金桥,荷五小区,1室1厅,48.02平米,148万,30820元/平,2015-12-26,高层/6层,精装
浦东,金桥,碧云新天地（一期）,2室2厅,96.02平米,510万,53113元/平,2015-12-26,低层/6层,中装
浦东,金桥,朱家门小区,2室1厅,59.03平米,150万,25410元/平,2015-12-26,高层/6层,中装
浦东,金桥,朱家门小区,2室1厅,46.22平米,134万,28991元/平,2015-12-26,高层/6层,精装
浦东,金桥,朱家门小区,2室1厅,59.03平米,150万,25410元/平,2015-12-26,高层/6层,中装
浦东,金桥,朱家门小区,2室1厅,46.22平米,134万,28991元/平,2015-12-26,高层/6层,精装
浦东,金桥,东一小区,2室1厅,59.8平米,165万,27591元/平,2015-12-26,低层/6层,朝
浦东,金桥,东一小区,2室1厅,59.8平米,165万,27591元/平,2015-12-26,低层/6层,朝
浦东,金桥,荷一小区,1室1厅,46.94平米,137万,29186元/平,2015-12-26,中层/6层,简装
浦东,金桥,画家村,3室2厅,58.58平米,180万,30727元/平,2015-12-26,低层/6层,精装
浦东,金桥,陈家宅小区,2室1厅,62.61平米,157万,25075元/平,2015-12-26,高层/6层,精装
浦东,金桥,金泽苑,2室2厅,82.39平米,327万,39689元/平,2015-12-26,中层/6层,精装
浦东,金桥,东陆新村二街坊,2室1厅,57.28平米,156万,27234元/平,2015-12-26,高层/6层,简装
浦东,金桥,东陆新村二街坊,2室1厅,57.28平米,156万,27234元/平,2015-12-26,高层/6层,简装
浦东,金桥,碧云新天地（三期）,2室2厅,99.11平米,587万,59227元/平,2015-12-26,中层/11层,中装
浦东,金桥,东方城市华庭,2室2厅,112.93平米,330万,29221元/平,2015-12-26,低层/12层,中装
浦东,金桥,浦兴苑,1室1厅,56.31平米,204万,36228元/平,2015-12-26,高层/6层,精装
浦东,金杨,黄山始信苑,2室1厅,70.68平米,400万,56593元/平,2015-12-26,低层/6层,中装
浦东,金杨,黄山始信苑,2室1厅,70.68平米,400万,56593元/平,2015-12-26,低层/6层,中装
浦东,金杨,金杨新村九街坊,2室1厅,50.43平米,141万,27959元/平,2015-12-26,高层/6层,简装
浦东,金杨,金杨新村九街坊,3室1厅,72.37平米,247万,34130元/平,2015-12-26,中层/5层,中装
浦东,金杨,金杨新村九街坊,2室1厅,50.43平米,141万,27959元/平,2015-12-26,高层/6层,简装
浦东,金杨,金杨新村九街坊,3室1厅,72.37平米,247万,34130元/平,2015-12-26,中层/5层,中装
浦东,金杨,金台三居,1室1厅,38.39平米,120万,31258元/平,2015-12-26,中层/6层,精装
浦东,金杨,寺前浜,1室1厅,42.27平米,130万,30754元/平,2015-12-26,中层/6层,中装
浦东,金杨,上海未来,2室2厅,98.7平米,633万,64133元/平,2015-12-26,低层/11层,精装
浦东,金杨,居家桥路520弄,2室1厅,64.24平米,199万,30977元/平,2015-12-26,高层/6层,中装
浦东,金杨,栖山路1689弄,2室1厅,79.29平米,320万,40358元/平,2015-12-26,高层/6层,简装
浦东,金杨,金杨一街坊,2室1厅,69.75平米,213万,30537元/平,2015-12-26,高层/6层,中装
浦东,康桥,绿地康桥新苑,2室2厅,81.46平米,206万,25288元/平,2015-12-26,低层/6层,毛坯
浦东,康桥,绿地康桥新苑,2室2厅,81.46平米,206万,25288元/平,2015-12-26,低层/6层,毛坯
浦东,康桥,城中花园,2室2厅,100.47平米,256万,25480元/平,2015-12-26,高层/16层,精装
浦东,康桥,城中花园,2室2厅,100.47平米,256万,25480元/平,2015-12-26,高层/16层,精装
浦东,康桥,城中花园,2室2厅,100.47平米,256万,25480元/平,2015-12-26,高层/16层,精装
浦东,康桥,康桥月苑,1室1厅,53.61平米,120万,22383元/平,2015-12-26,中层/14层,毛坯
浦东,康桥,康桥月苑,1室1厅,53.61平米,120万,22383元/平,2015-12-26,中层/14层,毛坯
浦东,康桥,中邦城市,4室2厅,164.97平米,530万,32127元/平,2015-12-26,低层/18层,精装
浦东,康桥,中邦城市,4室2厅,164.97平米,530万,32127元/平,2015-12-26,低层/18层,精装
浦东,康桥,双秀西园,2室2厅,87.5平米,200万,22857元/平,2015-12-26,高层/6层,中装
浦东,康桥,达城家园,1室1厅,54.92平米,128万,23306元/平,2015-12-26,高层/14层,精装
浦东,康桥,达城家园,1室1厅,54.92平米,128万,23306元/平,2015-12-26,高层/14层,精装
浦东,陆家嘴,汤臣商务中心,3室0厅,193.23平米,500万,25875元/平,2015-12-26,中层/28层,中层/28层
浦东,联洋,联洋花园（一期）,2室2厅,79.7平米,582万,73023元/平,2015-12-26,低层/18层,精装
浦东,泥城镇,清风雅苑,2室2厅,81.1平米,84万,10357元/平,2015-12-26,中层/6层,朝
浦东,泥城镇,云锦新苑,1室1厅,47.01平米,55万,11699元/平,2015-12-26,低层/6层,精装
浦东,世博,上南二村,2室1厅,63.61平米,268万,42131元/平,2015-12-26,低层/6层,精装
浦东,世博,上南二村,1室1厅,39.46平米,160万,40547元/平,2015-12-26,低层/6层,简装
浦东,世博,德州二村,1室0厅,38.12平米,120万,31479元/平,2015-12-26,高层/5层,毛坯
浦东,世博,东明苑,2室1厅,61.56平米,228万,37037元/平,2015-12-26,中层/12层,精装
浦东,世博,德州大楼,2室1厅,70.34平米,186万,26442元/平,2015-12-26,低层/25层,简装
浦东,世博,绿洲小区,2室1厅,73.16平米,241万,32941元/平,2015-12-26,中层/6层,精装
浦东,三林,新里城和合苑,2室1厅,66.72平米,380万,56954元/平,2015-12-26,中层/6层,中装
浦东,三林,新里城和合苑,2室1厅,66.72平米,380万,56954元/平,2015-12-26,中层/6层,中装
浦东,三林,新里城和合苑,2室1厅,66.72平米,380万,56954元/平,2015-12-26,中层/6层,中装
浦东,三林,永泰花苑,2室1厅,72.37平米,278万,38413元/平,2015-12-26,低层/11层,精装
浦东,三林,永泰花苑,2室1厅,72.37平米,278万,38413元/平,2015-12-26,低层/11层,精装
浦东,三林,南江苑,2室1厅,67.29平米,230万,34180元/平,2015-12-26,中层/6层,精装
浦东,三林,万科新里程,3室2厅,133.93平米,750万,55999元/平,2015-12-26,高层/11层,毛坯
浦东,三林,世华锦城,2室2厅,79.04平米,370万,46811元/平,2015-12-26,中层/6层,精装
浦东,三林,桃李家园,2室1厅,84.91平米,385万,45342元/平,2015-12-26,中层/6层,中装
浦东,三林,金光小区,2室1厅,60.04平米,220万,36642元/平,2015-12-26,低层/6层,精装
浦东,三林,杨思水境园,2室2厅,95.78平米,407万,42493元/平,2015-12-26,低层/6层,中装
浦东,塘桥,微山三村,2室1厅,79.37平米,355万,44727元/平,2015-12-26,中层/6层,简装
浦东,唐镇,保利金爵公寓,2室2厅,89.58平米,370万,41303元/平,2015-12-26,中层/14层,豪装
浦东,唐镇,保利金爵公寓,2室2厅,89.58平米,370万,41303元/平,2015-12-26,中层/14层,豪装
浦东,唐镇,金唐公寓,3室2厅,110.84平米,339万,30584元/平,2015-12-26,高层/6层,精装
浦东,唐镇,金唐公寓,3室2厅,110.84平米,339万,30584元/平,2015-12-26,高层/6层,精装
浦东,唐镇,金枫豪苑,4室3厅,194.02平米,528万,27213元/平,2015-12-26,地上1层,精装
浦东,潍坊,潍坊十村,1室0厅,30.06平米,257万,85495元/平,2015-12-26,高层/6层,简装
浦东,外高桥,阳明花园广场,2室2厅,103.31平米,244万,23618元/平,2015-12-26,中层/19层,精装
浦东,外高桥,富特三村,2室1厅,61.15平米,169万,27636元/平,2015-12-26,中层/6层,精装
浦东,外高桥,和龙新苑,2室2厅,83.62平米,199万,23798元/平,2015-12-26,低层/6层,毛坯
浦东,杨东,香梅花园,5室2厅,272.72平米,1650万,60501元/平,2015-12-26,低层/32层,精装
浦东,杨东,香梅花园,5室2厅,272.72平米,1650万,60501元/平,2015-12-26,低层/32层,精装
浦东,杨东,香梅花园,5室2厅,272.72平米,1650万,60501元/平,2015-12-26,低层/32层,精装
浦东,杨东,锦绣天第花园,3室2厅,148.19平米,850万,57358元/平,2015-12-26,中层/11层,精装
浦东,杨东,锦绣满堂花园,1室1厅,65.05平米,401万,61644元/平,2015-12-26,中层/21层,精装
浦东,杨东,锦绣满堂花园,1室1厅,65.05平米,401万,61644元/平,2015-12-26,中层/21层,精装
浦东,洋泾,羽北小区,2室1厅,79.28平米,423万,53355元/平,2015-12-26,中层/7层,简装
浦东,洋泾,维多利华庭,3室2厅,116.94平米,723万,61826元/平,2015-12-26,低层/18层,豪装
浦东,源深,山水国际,3室2厅,145.02平米,1035万,71369元/平,2015-12-26,中层/28层,毛坯
浦东,源深,新天家园,3室2厅,129.12平米,760万,58859元/平,2015-12-26,低层/18层,精装
浦东,张江,张江汤臣豪园（二期）,3室2厅,136.45平米,740万,54232元/平,2015-12-26,高层/16层,精装
浦东,张江,益丰新村,1室1厅,56.54平米,168万,29713元/平,2015-12-26,高层/6层,精装
浦东,张江,益丰新村,1室1厅,56.54平米,168万,29713元/平,2015-12-26,高层/6层,精装
浦东,张江,中芯花园（公寓）,2室1厅,67.05平米,224万,33407元/平,2015-12-26,中层/6层,精装
浦东,张江,汤臣高尔夫（公寓）,3室2厅,132.98平米,660万,49631元/平,2015-12-26,低层/8层,精装
浦东,张江,玫瑰湾（别墅）,4室3厅,201.38平米,615万,30539元/平,2015-12-26,地上3层,精装
